abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Paraskevi Fragopoulou', 'Sotiris Ioannidis', 'Elias Athanasopoulos', 'Iasonas Polakis', 'Despoina Antonakaki']",10.1007/s13278-016-0354-9,https://link.springer.com/article/10.1007/s13278-016-0354-9,7,2016,Exploiting abused trending topics to identify spam campaigns in Twitter,Social Network Analysis and Mining,,,Computational Engineering
,"['Rafid Sagban', 'Sanju Tiwari']",,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2018.1521895,9,2018,Swarm intelligence in anomaly detection systems: an overview,"IJCA, Taylor and Francis",,,Computational Engineering
,"['Ajith Abraham', 'Sanju Tiwari']",,https://www.emerald.com/insight/content/doi/10.1108/IJWIS-05-2020-0027/full/html,7,2020,Semantic assessment of smart healthcare ontology,"IJWIS, Emerald",,,Computational Engineering
,"['Sarika Jain', 'Sanju Mishra']",,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2018.1504461,8,2018,Ontologies as a semantic model in IoT,"IJCA, Taylor and Francis",,,Computational Engineering
,"['Ajith Abraham', 'Niketa Gandhi', 'Ayush Goyal', 'Sanju Tiwari', 'Devottam Gaurav']",10.1007/s00500-019-04473-7,https://link.springer.com/article/10.1007/s00500-019-04473-7,11,2019,Machine intelligence-based algorithms for spam filtering on document labeling,"Soft Computing, Springer Journal",,,Computational Engineering
,"['Devottam Gaurav', 'Fatima N Al-Aswadi', 'sanju tiwari']",,https://link.springer.com/article/10.1007/s00500-021-05756-8,4,2021,Recent Trends in Knowledge Graphs: Theory and Practice,"Soft Computing, Springer Journal",,,Computational Engineering
,"['Jens Lehmann', 'Gezim Sejdiu', 'Rajjat Dadwal', 'Hajira Jabeen']",10.1007/978-3-030-03667-6_34,,,2018,Divided we stand out! Forging Cohorts for Numeric Outlier Detection in Large Scale Knowledge Graphs (CONOD),European Knowledge Acquisition Workshop,,,Computational Engineering
,Joao Gama,10.1007/s13748-011-0002-6,https://link.springer.com/content/pdf/10.1007/s13748-011-0002-6.pdf,1,2012,A survey on learning from data streams: current and future trends,Progress in Artificial Intelligence,,,Computational Engineering
,Michael Schäfer,10.2314/KXP:1698463162,https://edocs.tib.eu/files/e01fn20/1698463162.pdf,,2020,"Graduate School of Computational Engineering : GSC 233 : Excellence Initiative : final report for Graduate School : funding periods: 2007-2012, 2012-2017, 2017-2019 : DFG Project Number: 39112826",Damstadt,,,Computational Engineering
,"['Ricardo Colomo-Palacios', 'Tunc Asuroglu', 'Hasan Ogul', 'Adrian Puello', 'Alejandro Baldominos']",10.1109/access.2020.2973006,,,2020,Predicting Infections Using Computational Intelligence – A Systematic Review,IEEE Access,,,Computational Engineering
,"['Li Jin', 'Momiao Xiong', 'Shudi Li', 'Qiyang Ge', 'zixin hu']",,https://arxiv.org/ftp/arxiv/papers/2002/2002.07112.pdf,,,Artificial Intelligence Forecasting of Covid-19 in China,Semantic Scholar,,,Computational Engineering
,"['Pavlos Vougiouklis', 'Frederique Laforest', 'Elena Simperl', 'Christophe Gravier', 'Jonathon Hare', 'Lucie-Aimée Kaffee', 'Hady Elsahar']",10.18653/v1/n18-2101,,,2018,Learning to Generate Wikipedia Summaries for Underserved Languages            from Wikidata,,,,Computational Engineering
,,,,1,2000,,,,,Computational Engineering
,Gilbert Held,10.1002/0470841559.ch1,,0,0,Network Concepts,,,,Computational Engineering
,"['Vera Weil', 'Carsten Düing', 'Jens Dörpinghaus']",10.15439/2019f2,,9,2019,A Minimum Set-Cover Problem with several constraints,Annals of Computer Science and Information Systems,,,Computational Engineering
,Finn Nielsen,10.1007/978-3-030-32327-1_28,,10,2019,Ordia: A Web Application for Wikidata Lexemes,,,,Computational Engineering
,"['Ludo Waltman', 'Nees Jan van Eck', 'Martijn Visser']",10.1162/qss_a_00112,,,2021,"Large-scale comparison of bibliographic data sources: Scopus, Web of                    Science, Dimensions, Crossref, and Microsoft Academic",Quantitative Science Studies,,,Information Science
,Michael Gusenbauer,10.1007/s11192-022-04289-7,https://doi.org/10.1007/s11192-022-04289-7,1,2022,Search where you will find most: Comparing the disciplinary coverage of 56 bibliographic databases,,,,Information Science
,"['John Houghton', 'Alma Swan']",,https://repository.jisc.ac.uk/id/eprint/610,6,2012,Going for Gold? The costs and benefits of Gold Open Access for UK research institutions: further economic modelling,,,,Information Science
,"['Mattia Fosci', 'Stephen Pinfield', 'Robert Johnson']",10.1002/asi.23545,,6,2015,Business process costs of implementing “gold” and “green” open access in institutional and national contexts,Journal of the Association for Information Science and Technology,,,Information Science
,"['Jarmo Saarti', 'Markku Antero Laitinen', 'Jyrki Ilva']",10.18352/lq.10137,,4,2016,The Costs of Open and Closed Access: Using the Finnish Research Output as an Example,LIBER QUARTERLY,,,Information Science
,John W. Houghton,10.18352/lq.7966,,,2010,Economic Implications of Alternative Publishing Models: Self-archiving and Repositories,LIBER Quarterly,,,Information Science
,"['Amy Riegelman', 'Caitlin Bakker', 'Allison Langham-Putrow']",10.1371/journal.pone.0253129,,6,2021,Is the open access citation advantage real? A systematic review of the citation of open access and subscription-based articles,PLOS ONE,,,Information Science
,"['Drew N. Wright', 'Diana Delgado', 'Michelle R. Demetres']",10.5195/jmla.2020.856,,4,2020,The impact of institutional repositories: a systematic review,Journal of the Medical Library Association,,,Information Science
,Cambridge Economic Policy Associates Ltd.,,https://doi.org/10.5281/zenodo.240896,1,2017,Financial Flows In Swiss Publishing,,,,Information Science
,"['Sekhar Mandal', 'Saptarshi Ghosh', 'Kripabandhu Ghosh', 'Arpan Mandal']",10.1007/s10506-021-09296-2,,7,2021,A sequence labeling model for catchphrase identification from legal case documents,Artificial Intelligence and Law,,,Information Science
,"['Craig G. Nevill-Manning', 'Carl Gutwin', 'Eibe Frank', 'Gordon W. Paynter', 'Ian H. Witten']",10.1145/313238.313437,,,1999,KEA: practical automatic keyphrase extraction,Proceedings of the fourth ACM conference on Digital libraries  - DL '99,,,Information Science
,"['Saptarshi Ghosh', 'Arindam Pal', 'Kripabandhu Ghosh', 'Arpan Mandal']",10.1145/3132847.3133102,,11,2017,Automatic Catchphrase Identification from Legal Court Case Documents,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,,,Information Science
,"['Achim Hoffmann', 'Paul Compton', 'Filippo Galgani']",10.1007/978-3-642-28601-8_35,,,2012,Towards Automatic Generation of Catchphrases for Legal Case Reports,Computational Linguistics and Intelligent Text Processing,,,Information Science
,"['Douglas Henrique Milanez', 'Ariadne Chloe Furnival', 'Paulo Roberto Cintra']",10.22201/iibi.24488321xe.2018.77.57874,,10,2018,The impact of open access citation and social media on leading top Information Science journals,"Investigación Bibliotecológica: archivonomía, bibliotecología e información",,,Information Science
,"['Marc Scheufen', 'Armin Mertens', 'Thomas Eger']",10.1002/mde.3429,,8,2021,Publication cultures and the citation impact of open access,Managerial and Decision Economics,,,Information Science
,Ifeanyi Jonas Ezema,10.29173/istl43,,1,2021,Gold Route Open Access Journals in Engineering and Technology: Analysis of Research Impact and Implications for Scholarly Communication,Issues in Science and Technology Librarianship,,,Information Science
,"['Ronina Istratii', 'Márton Demeter']",10.1007/s12109-020-09771-9,,11,2020,Scrutinising what Open Access Journals Mean for Global Inequalities,Publishing Research Quarterly,,,Information Science
,"['', '', 'Javad Abbaspour', 'Hajar Sotudeh', 'Zohreh Estakhr']",10.47989/irpaper897,,6,2021,The cost-effectiveness of the article-processing-charge-funded model across countries in different scientific blocks: the case of Elsevier's hybrid open access journals,Information Research: an international electronic journal,,,Information Science
,Jørgen Burchardt,10.1177/2158244014551714,,10,2014,Researchers Outside APC-Financed Open Access: Implications for Scholars Without a Paying Institution,SAGE Open,,,Information Science
,"['Pauline Rose', 'Rafael Mitchell', 'Samuel Asare']",10.1111/dech.12639,,1,2021,How Accessible are Journal Articles on Education Written by Sub‐Saharan Africa‐based Researchers?,Development and Change,,,Information Science
,"['Stevan Bruijns', 'Hein Lamprecht', 'Megan Banner', 'Dominique de Villiers', 'Murad Al Hamzy']",10.5811/westjem.2019.2.40957,,4,2019,Access to Top-Cited Emergency Care Articles (Published Between 2012 and 2016) Without Subscription,Western Journal of Emergency Medicine,,,Information Science
,Wen-Yau Cathy Lin,10.1007/s11192-021-03956-5,,4,2021,Effects of open access and articles-in-press mechanisms on publishing lag and first-citation speed: a case on energy and fuels journals,Scientometrics,,,Information Science
,"['Stefania Boccia', 'Rosarita Amore', 'Ljupcho Efremov', 'Jovana Stojanovic', 'Sonja Milovanovic', 'Roberta Pastorino']",10.1371/journal.pone.0154217,,5,2016,Quality Assessment of Studies Published in Open Access and Subscription Journals: Results of a Systematic Evaluation,PLoS ONE,,,Information Science
,"[' Bhat, M. H.', 'Shafi, S. M.']",,http://dspaces.uok.edu.in/jspui//handle/1/1312,,2011,The impact of Open Access contributions: Developed and developing world perspectives,,,,Information Science
,"['Kanu Chakraborty', 'Ashaq Hussain Najar', 'Farzana Gulzar', 'Andrea Oliveira', 'Assumpció Huertas', 'Suhail Ahmad', 'Saimah Bashir', 'Sumeer Gul', 'Tariq Ahmad Shah']",10.1007/s11192-021-03990-3,,4,2021,Influence of accessibility (open and toll-based) of scholarly publications on retractions,Scientometrics,,,Information Science
,Gabriel M. Peterson,10.1002/asi.22944,,9,2013,Characteristics of retracted open access biomedical literature: A bibliographic analysis,Journal of the American Society for Information Science and Technology,,,Information Science
,"['Emilio Miguel Bruna', 'Akhil Ravindra Kshirsagar', 'Chris Gulick', 'Jesse B. Borden', 'Leandra Merz', 'Audrey Culver Smith']",10.31222/osf.io/s7cx4,,9,2020,Assessing the effect of article processing charges on the geographic diversity of authors using Elsevier’s ‘Mirror Journal’ system,,,,Information Science
,Ronald Snijder,10.3998/3336451.0016.103,,10,2013,Do developing countries profit from free books?: Discovery and online usage in developed and developing countries compared,The Journal of Electronic Publishing,,,Information Science
,Michael Taylor,10.1007/s11192-020-03735-8,,10,2020,An altmetric attention advantage for open access books in the humanities and social sciences,Scientometrics,,,Information Science
,"['Valerie Spezi', 'Stephen Pinfield', 'Jenny Fry', 'Claire Creaser', 'Peter Willett', 'Simon Wakeling']",10.3390/publications5020007,,4,2017,Transitioning from a Conventional to a ‘Mega’ Journal: A Bibliometric Case Study of the Journal Medicine,Publications,,,Information Science
,"['Darco Jansen', 'Astrid van Wesenbeeck', 'Maurice Vanderfeesten', 'Jos Franssen', 'Mithu Lucraft', 'Dan Penny', 'Harald Wirsching']",10.5281/ZENODO.4143313,,,2020,Open for all: exploring the reach of open access content to non-academic audiences,,,,Information Science
,"['J. STUART BRADLEY', 'MICHAEL C. CALVER']",10.1111/j.1523-1739.2010.01509.x,,11,2009,Patterns of Citations of Open Access and Non-Open Access Conservation Biology Journal Papers and Book Chapters: Citations of Open Access Publications,Conservation Biology,,,Information Science
,Bo-Christer Björk,10.1108/oir-04-2018-0151,,11,2018,Publishing speed and acceptance rates of open access megajournals,Online Information Review,,,Information Science
,"['Mohamed Alshamiry', 'Hadeel Abu Saa', 'Maryann Abaza', 'Yara Alkayed', 'Alaa Alfukaha', 'Mohammad Alaqraa', 'Mohammad Saleh', 'Saif Aldeen AlRyalat']",10.12688/f1000research.17979.1,,3,2019,The impact of the open-access status on journal indices: a review of medical journals,F1000Research,,,Information Science
,"['Mohammad Al-Essa', 'Mahmoud Masoudi', 'Razan Ghareeb', 'Lama Assaf', 'Esraa Al-Fraihat', 'Faris Tamimi', 'Anas Abu Nassar', 'Saif Aldeen AlRyalat']",10.21037/jgo.2019.02.13,,8,2019,The impact of the open-access status on journal indices: oncology journals,Journal of Gastrointestinal Oncology,,,Information Science
,"['Mohammad Al-Essa', 'Mahmoud Masoudi', 'Razan Ghareeb', 'Lama Assaf', 'Esraa Al-Fraihat', 'Faris Tamimi', 'Anas Abu Nassar', 'Saif Aldeen AlRyalat']",10.2174/1573398x15666190214154531,,9,2019,The Impact of Open-Access Status on Journal Indices: Respiratory and Pulmonology Journals,Current Respiratory Medicine Reviews,,,Information Science
,"['Omar Odtallah', 'Muhannad Obeidat', 'Mohammed Hamidi', 'Mustafa Mansour', 'Zeyad alessa', 'Saif Aldeen AlRyalat']",10.1097/cu9.0000000000000007,,3,2021,Assessing number and quality of urology open access journals: 2011 to 2018,Current Urology,,,Information Science
,"['Isabella Peters', 'Nicholas Fraser', 'Philipp Mayr', 'Fakhri Momeni']",10.1007/s11192-021-03972-5,,4,2021,What happens when a journal converts to open access? A bibliometric analysis,Scientometrics,,,Information Science
,"['Vinod B. Shidham', 'Janavi A. Kolpekwar']",10.25259/cytojournal_32_2021,,8,2021,Impact of cytopathology authors work: Comparative analysis based on Open-access cytopathology publications versus non-Open-access conventional publications,Cytojournal,,,Information Science
,"['Mikael Laakso', 'Fereshteh Didegah', 'Timothy D. Bowman', 'Juha Hedman', 'Kim Holmberg']",10.1007/s11192-019-03301-x,,11,2019,Do articles in open access journals have more frequent altmetric activity than articles in subscription-based journals? An investigation of the research output of Finnish universities,Scientometrics,,,Information Science
,"['Michael J. Larson', 'Scott A. Baldwin', 'Peter E. Clayson']",10.1016/j.ijpsycho.2021.03.006,,6,2021,The open access advantage for studies of human electrophysiology: Impact on citations and Altmetrics,International Journal of Psychophysiology,,,Information Science
,"['Henk F. Moed', 'Vicente Guerrero-Bote', 'Felix de Moya-Anegon', 'Carmen Lopez-Illescas', 'Nuria Bautista-Puig']",10.1007/s11192-020-03546-x,,6,2020,Do journals flipping to gold open access show an OA citation or publication advantage?,Scientometrics,,,Information Science
,"['Heidi Prozesky', 'Jaco P. Blanckenberg', 'Isabel Basson']",10.1007/s11192-020-03734-9,,10,2020,Do open access journal articles experience a citation advantage? Results and methodological reflections of an application of multiple measures to an analysis by WoS subject areas,Scientometrics,,,Information Science
,"['Eamon Duede', 'Grace Lu', 'Misha Teplitskiy']",10.1002/asi.23687,,10,2016,Amplifying the impact of open access: Wikipedia and the diffusion of science,Journal of the Association for Information Science and Technology,,,Information Science
,Ronald Snijder,10.1007/s11192-016-2160-6,,10,2016,Revisiting an open access monograph experiment: measuring citations and tweets 5 years later,Scientometrics,,,Information Science
,"['Matthew DF McInnes', 'Ross Prager', 'Rudy R Unni', 'Abrar Kazi', 'Stanley Wong', 'Jean-Paul Salameh', 'Sakib Kazi', 'Zachary Hallgrimson', 'Nicholas Fabiano']",10.1101/2020.06.22.20137505,,6,2020,An analysis of COVID-19 article dissemination by Twitter compared to citation rates,,,,Information Science
,"['Yasin Ozcan', 'Kevin A. Bryan']",10.1162/rest_a_00926,,11,2021,The Impact of Open Access Mandates on Invention,The Review of Economics and Statistics,,,Information Science
,Teresa Schultz,10.1162/qss_a_00139,,,2021,All the research that’s fit to print: Open access and the news media,Quantitative Science Studies,,,Information Science
,"['Kalle Karlsson', 'Tahereh Dehdarirad']",10.1007/s11192-021-04095-7,,7,2021,News media attention in Climate Action: latent topics and open access,Scientometrics,,,Information Science
,"['Will J. Grant', 'Samantha Vilkins']",10.1007/s11192-017-2544-2,,10,2017,Types of evidence cited in Australian Government publications,Scientometrics,,,Information Science
,"['Caroline Osborne', 'Carol A. Watson', 'James M. Donovan']",10.2139/ssrn.2506913,,,2014,The Open Access Advantage for American Law Reviews,SSRN Electronic Journal,,,Information Science
,"['Carol A. Watson', 'James M. Donovan']",10.2139/ssrn.1777090,,,2011,Citation Advantage of Open Access Legal Scholarship,SSRN Electronic Journal,,,Information Science
,"['Sanjeeve Sabharwal', 'Karl F. B. Payne', 'Alexander M. C. Goodson', 'Hitesh Bansal', 'Arpan Tahim']",10.1007/s12663-016-0898-2,,5,2016,Open Access Publishing: A Study of Current Practice in Oral and Maxillofacial Surgery Research,Journal of Maxillofacial and Oral Surgery,,,Information Science
,"['Karanjeev Johal', 'Nirav Patel', 'Sanjeeve Sabharwal']",10.1007/s00264-013-2250-5,,1,2014,Open access publishing: a study of current practices in orthopaedic research,International Orthopaedics,,,Information Science
,"['Agata Filipowska', 'Anna Fensel', 'Dominik Filipiak']",10.52825/bis.v1i.65,,7,2021,Mapping of ImageNet and Wikidata for Knowledge Graphs Enabled Computer Vision,Business Information Systems,,,Information Science
,"['Ian Horrocks', 'Birte Glimm', 'Ilianna Kollia']",10.1007/978-3-642-21034-1_26,,,2011,SPARQL Query Answering over OWL Ontologies,Lecture Notes in Computer Science,,,Information Science
,"['Manolis Koubarakis', 'Kostis Kyzirakos', 'Zoi Kaoudi']",10.1007/978-3-642-17746-0_27,,,2010,SPARQL Query Optimization on Top of DHTs,Lecture Notes in Computer Science,,,Information Science
,"['Kun Ren', 'Daniel J. Abadi', 'Jiewen Huang']",10.14778/3402707.3402747,,8,2011,Scalable SPARQL querying of large RDF graphs,Proceedings of the VLDB Endowment,,,Information Science
,"['Michael Blanke', 'Antje Fiebig']",10.1007/s10341-018-0394-6,,,2019,"Einfluss der Open access-Option, Themenwahl und Veröffentlichungssprache im Erwerbs-Obstbau auf die Lese- und Zitierhäufigkeit",Erwerbs-Obstbau,,,Information Science
,"['Edwin A. Henneken', 'Michael J. Kurtz']",,,,2007,Open Access does not increase citations for research articles from The Astrophysical Journal,arXiv e-prints,,,Information Science
,"['Goran Turk', 'Primož Južnič', 'Teja Koler-Povh']",10.1007/s11192-013-1101-x,,,2014,Impact of open access on citation of scholarly publications in the field of civil engineering,Scientometrics,,,Information Science
,"['Vinod B. Shidham', 'Janavi A. Kolpekwar']",10.25259/cytojournal{\textunderscore }32{\textunderscore }2021,,,2021,Impact of cytopathology authors work: Comparative analysis based on Open-access cytopathology publications versus non-Open-access conventional publications,CytoJournal,,,Information Science
,"['Will J. Grant', 'Samantha Vilkins']",10.1007/s11192-017-2544-2,,,2017,Types of evidence cited in Australian Government publications,Scientometrics,,,Information Science
,"['Eamon Duede', 'Grace Lu', 'Misha Teplitskiy']",10.1002/asi.23687,,,2017,Amplifying the Impact of Open Access: Wikipedia and the Diffusion of Science,Journal of the Association for Information Science and Technology,,,Information Science
,Lars Wenaas,10.1162/qss{\textunderscore }a{\textunderscore }00126,,,2021,Attracting new users or business as usual? A case study of converting academic subscription-based journals to open access,Quantitative Science Studies,,,Information Science
,"['Saif Aldeen AlRyalat', 'Dina Serrieh', 'Enass Al Hadidi', 'Nosaiba Al-Ryalat', 'Lna Malkawi']",10.2214/ajr.19.21215,,,2019,The Impact of Open Access Status on Journal Indexes of Radiology Journals,American Journal of Roentgenology,,,Information Science
,"['Christopher M. Snyder', 'Mark J. McCabe']",10.1111/ecin.12064,,,2014,IDENTIFYING THE EFFECT OF OPEN ACCESS ON CITATIONS USING A PANEL OF SCIENCE JOURNALS,Economic Inquiry,,,Information Science
,"['Xianwen Wang', 'Chunlin Jiang', 'Han Du', 'Weixi Xie', 'Yuqi Wang', 'Guangyao Zhang']",10.1007/s11192-020-03836-4,,,2021,The open access usage advantage: a temporal and spatial analysis,Scientometrics,,,Information Science
,"['Carlos Olmeda-Gómez', 'Antonio Perianes‐Rodríguez']",10.1007/s11192-021-03966-3,,6,2021,Effect of policies promoting open access in the scientific ecosystem: case study of ERC grantee publication practice,Scientometrics,,,Information Science
,"['Bo-Christer Björk', 'Mikael Laakso']",10.1002/asi.22856,,,2013,Delayed open access: An overlooked high-impact category of openly available scientific literature,Journal of the Association for Information Science and Technology,,,Information Science
,"['Furong Li', 'Zuoqi Ding']",10.1155/2020/4821950,,,2020,Publications in Integrative and Complementary Medicine: A Ten-Year Bibliometric Survey in the Field of ICM,Evidence-based Complementary and Alternative Medicine,,,Information Science
,"['C. A. Watson', 'J. M. Donovan']",,,,2011,Citation Advantage of Open Access Legal Scholarship,LAW LIBRARY JOURNAL,,,Information Science
,"['Kalle Karlsson', 'Tahereh Dehdarirad']",10.1007/s11192-021-04095-7,,,2021,News media attention in Climate Action: latent topics and open access,Scientometrics,,,Information Science
,"['A. Vissink', 'F. K. L. Spijkervet', 'C. Livas', 'K. Delli']",10.1111/odi.12714,,,2017,Measuring the social impact of dental research: An insight into the most influential articles on the Web,Oral Diseases,,,Information Science
,"['Mary Ann Jones', 'Sheeji Kathuria', 'Nickoal Eichmann-Kalwara', 'Melody Dale']",10.3138/jsp.49.1.123,,,2017,Assessing the Openness of Anthropology Journals,Journal of Scholarly Publishing,,,Information Science
,Sergio Copiello,10.3390/publications8010003,,,2020,Business as Usual with Article Processing Charges in the Transition towards OA Publishing: A Case Study Based on Elsevier,Publications,,,Information Science
,Jørgen Burchardt,10.1177/2158244014551714,,,2014,Researchers Outside APC-Financed Open Access,SAGE Open,,,Information Science
,"['J. Stuart Bradley', 'Michael C. Calver']",10.1111/j.1523-1739.2010.01509.x,,,2010,Patterns of citations of open access and non-open access conservation biology journal papers and book chapters,Conservation Biology,,,Information Science
,"['Ulysses Paulino Albuquerque', 'Gilney Charll dos Santos', 'Flávia Rosa Santoro', 'Washington Soares Ferreira-Júnior', 'Thiago Antonio Sousa Araújo', 'Josivan Soares Silva', 'André Sobral', 'Juliana Loureiro Almeida Campos']",10.1007/s11192-016-2067-2,,,2016,Insularity and citation behavior of scientific articles in young fields: the case of ethnobiology,Scientometrics,,,Information Science
,,,,,2018,TEEM'18: Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,,,Information Science
,"['Kevin C. Chung', 'Rod J. Rohrich', 'Patricia B. Burns']",10.1097/PRS.0b013e318219c171,,,2011,The levels of evidence and their role in evidence-based medicine,Plastic and Reconstructive Surgery,,,Information Science
,Wissenschaftsrat,10.57674/fyrc-vb61,,,2022,Empfehlungen zur Transformation des wissenschaftlichen Publizierens zu Open Access,,,,Information Science
,"['Ameneh Sabet Sarvestani', 'Mohammad Reza Niazmand', 'Mohammad Reza Ghane']",10.1177/0165551519837183,,,2020,The citation advantage for open access science journals with and without article processing charges,Journal of Information Science,,,Information Science
,"['Travis C. Brooks', 'Salvatore Mele', 'Anne Gentil-Beccot']",10.1007/s11192-009-0111-1,,,2010,Citing and reading behaviours in high-energy physics,Scientometrics,,,Information Science
,"['Caroline Osborne', 'Carol A. Watson', 'James M. Donovan']",10.2139/ssrn.2506913,,,2014,The Open Access Advantage for American Law Reviews,SSRN Electronic Journal,,,Information Science
,"['Zhaode Bu', 'Qibo Ling', 'Li Li', 'Xiyao Zhong', 'Dingyao Xu', 'Ni Dai']",10.3978/j.issn.2072-1439.2014.03.18,,,2014,Publishing in open access era: focus on respiratory journals,Journal of Thoracic Disease,,,Information Science
,"['Caren Milloy', 'Ellen Collins']",,,,2016,OAPEN-UK matched pairs pilot: Final Report,,,,Information Science
,"['Erin M. Watson', 'Li Zhang']",10.1016/j.acalib.2017.06.004,,,2017,Measuring the Impact of Gold and Green Open Access,The Journal of Academic Librarianship,,,Information Science
,Naomi Fukuzawa,10.1007/s11192-017-2414-y,,,2017,"Characteristics of papers published in journals: an analysis of open access journals, country of publication, and languages used",Scientometrics,,,Information Science
,"['Stevan Harnad', 'Tim Brody', 'Les Carr', 'Yves Gingras', 'Vincent Larivière', 'Chawki Hajjem', 'Yassine Gargouri']",10.1371/journal.pone.0013636,,,2010,"Self-selected or mandated, open access increases citation impact for higher quality research",PLoS ONE,,,Information Science
,Cambridge Economic Policy Associates Ltd,10.5281/zenodo.240896,,,2017,Financial Flows In Swiss Publishing,,,,Information Science
,"['Nicolas Maystre', 'Patrick Gaule']",10.2139/ssrn.1427763,,,2008,Getting Cited: Does Open Access Help?,SSRN Electronic Journal,,,Information Science
,"['Nicolas Maystre', 'Patrick Gaulé']",10.1016/j.respol.2011.05.025,,,2011,Getting cited: Does open access help?,Research Policy,,,Information Science
,"['Björn Brembs', 'Alexander Grossmann']",10.7287/peerj.preprints.27809v1,,,2019,Assessing the size of the affordability problem in scholarly publishing,,,,Information Science
,,,,,2013,Proceedings of ISSI 2013,,,,Information Science
,"['Pablo Dorta-González', 'Sara M. González-Betancor']",10.1007/s11192-019-03156-2,,,2019,Publication modalities `article in press' and `open access' in relation to journal average citation,Scientometrics,,,Information Science
,,10.17185/duepublico/72237,,,2020,Bücher im Open Access: Ein Zukunftsmodell für die Geistes- und Sozialwissenschaften?,,,,Information Science
,"['Faisal Khosa', 'Sabeena Jalal', 'Dawood M. Hafeez']",10.1016/j.jpsychires.2018.07.010,,,2019,Bibliometric analysis of manuscript characteristics that influence citations: A comparison of six major psychiatry journals,Journal of Psychiatric Research,,,Information Science
,"['Y. Gingras', 'S. Harnad', 'C. Hajjem']",,,,2006,Ten-Year Cross-Disciplinary Comparison of the Growth of Open Access and How it Increases Research Citation Impact,,,,Information Science
,"['Rui Wang', 'Morgan S. Polikoff', 'Seth Gershenson']",10.3102/0013189x20909834,,,2020,When Paywall Goes AWOL: The Demand for Open-Access Education Research,Educational Researcher,,,Information Science
,Russell J. Gray,10.1007/s11192-020-03540-3,,,2020,"Sorry, we're open: Golden open-access and inequality in non-human biological sciences",Scientometrics,,,Information Science
,"['Peer Pasternack', 'Justus Henke']",10.1515/9783110689884-008,,,2020,Leistungserfassung und -bewertung der Third Mission – Ansätze und Kriterien,Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten,,,Information Science
,Gunther Eysenbach,10.1371/journal.pbio.0040157,,,2006,Citation advantage of open access articles,PLOS Biology,,,Information Science
,"['Vinod B. Shidham', 'Yasin K. Ahmed', 'Romil Nathan', 'Nora K. Frisch']",10.4103/1742-6413.131739,,,2014,Authors attain comparable or slightly higher rates of citation publishing in an open access journal (CytoJournal) compared to traditional cytopathology journals - A five year (2007-2011) experience,CytoJournal,,,Information Science
,Tove Faber Frandsen,10.1016/j.joi.2008.12.002,,,2009,The effects of open access on un-published documents: A case study of economics working papers,Journal of Informetrics,,,Information Science
,"['Ros Pyne', 'Agata Morka', 'Lucraft Mithu', 'Christina Emery']",,,,2017,The OA effect: How does open access affect the usage of scholarly books,,,,Information Science
,Mohammadamin Erfanmanesh,10.1108/cb-02-2017-0007,,,2017,Status and quality of open access journals in Scopus,Collection Building,,,Information Science
,"['Claudia Cornelia Haupt', 'Gerhard Schreiber', 'Erik Elm']",10.1016/j.zefq.2019.05.004,,,2019,Methodische Anleitung für Scoping Reviews (JBI-Methodologie),"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen",,,Information Science
,"['Jacob Reimer', 'James A. Evans']",10.1126/science.1154562,,,2009,Open access and global participation in science,Science,,,Information Science
,"['Ibrahim S. Abotaleb', 'Amr Elsayegh', 'Rayan Assaad', 'Gasser Ali', 'Islam H. El-adaway']",10.1061/(ASCE)CO.1943-7862.0001705,,,2019,Analytic Overview of Citation Metrics in the Civil Engineering Domain with Focus on Construction Engineering and Management Specialty Area and Its Subdisciplines,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,Information Science
,"['Javad Abbaspour', 'Hajar Sotudeh', 'Zohreh Estakhr']",10.47989/irpaper897,,,2021,The cost-effectiveness of the article-processing-charge-funded model across countries in different scientific blocks: the case of Elsevier's hybrid open access journals,Information research,,,Information Science
,"['Graham Stone', 'Lara Speicher', 'David Prosser', 'Kitty Inglis', 'Martin Paul Eve']",10.1629/uksg.392,,,2017,Cost estimates of an open access mandate for monographs in the UK's third Research Excellence Framework,Insights,,,Information Science
,Ifeanyi Jonas Ezema,10.29173/istl43,,,2021,Gold Route Open Access Journals in Engineering and Technology: Analysis of Research Impact and Implications for Scholarly Communication,Issues in Science and Technology Librarianship,,,Information Science
,"['Elías Sanz-Casado', 'Daniela Filippo']",10.3389/frma.2018.00034,,,2018,Bibliometric and Altmetric Analysis of Three Social Science Disciplines,Frontiers in Research Metrics and Analytics,,,Information Science
,"['Omwoyo Bosire Onyancha', 'Ifeanyi Jonas Ezema']",10.1108/el-11-2016-0245,,,2017,Citation impact of health and medical journals in Africa: does open accessibility matter?,The Electronic Library,,,Information Science
,Tove Faber Frandsen,10.1016/j.ipm.2008.06.001,,,2009,The integration of open access journals in the scholarly communication system: Three science fields,Information Processing & Management,,,Information Science
